vid,id,product_id,body,rate,done
10215,42535255,491601,من اکثرا ازین پودر ژلاتین استفاده میکنم، با کیفیت و خوبه,3,f
10216,39631828,2564236,"بسته بندی خوب
",4,f
10217,28078598,2564236,بیشترش تخمه بود و زیاد تازه نبود,3,f
10218,22999539,2564236,کیفیت قابل قبولی داشت,3.5,f
10219,20985215,2564236,بیشترش تخمه‌ست و طعم موندگی می ده,4,f
10220,19520078,2564236,این آجیل از کیفیت مناسب و خوبی برخورداره، خوشمزه است از خریدش راضیم.,0,f
10221,19504469,2564236,خیلی خیلی تازه و عالی‌من برای عید دوبسته گرفتم واقعاً عالیه ولی اگه تخفیف ویژه بزارن بازم میخرم ممنون از دیجی کالا,5,f
10222,19438187,2564236,من از توازن مخلوط آجیل با توجه به قیمت مناسبش راًضی هستم .,5,f
10223,18967617,2564236,"فندق نداشت، به صورت مساوی( پسته، بادام هندی ,بادام ایرانی، کدو و جاپنی) نبود،تخمه ها بیشتر از مغزها بودند. کهنه نبودند تازه هم نبود 

اما در کل بد نبود و به قیمت 195 تومان مناسب بود ",3.5,f
10224,18861762,2564236,توصیه نمیکنم ,2,f
10225,18802326,2564236,نمیدونم چرا بضیا ناراضی بودن ! اول ابنکه با این قیمت بنظرم عالیه من ۱۹۶ تومن خریدم ، بعدم اجیل خیلی خوبی هست نسبت ب قیمتش ، پسته ، مغز بادام ، بادام هندی ، تخمه جابانی ، تخمه کدو  ک البته مقداره مغز بادامش از بقیه چیزا ببشتر بود ، تخمه ها هم همه عالی ، مپ بازم سفارش دادم.,4,f
10226,18734392,2564236,خوب بود,0,f
10227,18692620,2564236,پیشنهاد میکنم بخرین خوب بود ,0,f
10228,18648401,2564236,چون تخمه های این برند و خریدم و اصلا راضی نیستم پیشنهادم اینه ۴ مغز کنه چون تخمه های خوبی ندارن (ژاپنی),0,f
10229,18643893,2564236,از خرید خود راضی هستم,0,f
10230,18625078,2564236,هنگام خرید از وجود فندق در بسته خبر داده بود اما فندقی در کار نبود.,0,f
10231,17985155,2564236,بسیار عالی بود,5,f
10232,14806020,2564236,من تو تخفیف خریدم و خیلی با کیفیت بود,0,f
10233,10751247,2564236,خوب و تازه و مناسب بود,3.75,f
10234,10585647,2564236,پسته و بادام هندیش کم بود و بیشتر با کشمش پر شده بود,2,f
10235,10312380,2564236,خوب بود. تازه و خوشمزه,4.88,f
10236,43813798,581075,خوشمزه  بود,4,f
10237,43782212,581075,خوشمزه و خوشرنگ,3,f
10238,43778819,581075,مزه خوبی داره,4,f
10239,43652324,581075,خوش‌مزه‌س,5,f
10240,43640217,581075,عالی بود طعم و رنگش,5,f
10241,43596025,581075,با تشکر,5,f
10242,43516397,581075,کیفیت خوبی داره ، راضی بودم,4,f
10243,43491123,581075,Aliwwwwwwwwwwww,5,f
10244,43375567,581075,با تخفیف خوبه     ,3,f
10245,43358540,581075,با تخفیفه حتما بخرید کیفیتشم بد نیس,4,f
10246,43319066,581075,اولین باره این برند رو می خرم و امیدوارم راضی کننده باشه,4,f
10247,43310470,581075,عالی بود ولی کم بود خیلی خوشم میاد,5,f
10248,43263365,581075,خوش طعم,4,f
10249,43213601,581075,"خوبه
مناسب
",4,f
10250,43206589,581075,خوب بودد  ,5,f
10251,43172517,581075,من به جای به لیوان آب داغ و یه لیوان آب سرد با دوتا لیوان  آب داغ مخلوط می کنم خیلی بهتر میشه,5,f
10252,43106927,581075,معمولی       ,3,f
10253,43106052,581075,هاتی کارا خوبه,5,f
10254,43042674,581075,خوب بود با تخفیف خریدم و خرید بصرفه ای بود,5,f
10255,43021066,581075,راضی بودم از طعم,4,f
10256,43645774,6440722,خوش مزه و تازه بود,5,f
10257,43427977,6440722,اجیل درجه یک نیست پسته از نوع اب خندان ریز هستش بادامش خارجی هستش و فندوقش تازه نبود توی شگفت انگیزان بد نبود,4,f
10258,43420934,6440722,عالی محصولات راستگو همیشه خوب وخوشمزه وتازه است ممنون از شرکت راستگو ,5,f
10259,43387800,6440722,من خیلی روی طعم و تازگی آجیل حساسم و از هر جایی نمیخرم،ایندفعه ریسک کردم و این محصول رو که تخفیف هم داشت خریدم،با خودم گفتم حتما طعم کهنه گی میده،اما وقتی بدستم رسید،برخلاف تصوراتم،جز بهترین آجیل هایی بود که تا الان میخریدم و تاسف میخورم که کاش چند بسته میخریدم.هیچ ایرادی نداره و در یک کلام عالیه,5,f
10260,43375279,6440722,واقعا متشکرم,5,f
10261,43303515,6440722,"من در شگفت انگیز خرید کردم، 
با کیفیت
تازه
چهار مغز یه میزان یکسان",5,f
10262,43286466,6440722,خوب بود.ممنون,4,f
19090,43846386,7993519,عالی,5,f
10263,43002641,6440722,"خدا به فروشنده‌ش خیر بده
وزن و کمیت و کیفیتش درست و اندازه‌ بود
بادام درختی
بادام هندی
پسته نمکی
مغز فندق نمکی",5,f
10264,42787698,6440722,عالی ,5,f
10265,42768323,6440722,"به نظرم تازه نبود و برخلاف اینکه گفته بودن مزه دار و شور اما کاملا بی مزه بود.
",3,f
10266,42746024,6440722,آجیل خوب و تازه ای بود. بی مزه نبود ولی کم نمک بود که خودش امتیازه. بسته بندی هم محکم و خوب بود ,5,f
10267,41661865,6440722,خوب و تازه .,4,f
10268,40829040,6440722,ی مقدار قیمتش بالاس ولی باکیفیته   و شیک و مجلسی,3,f
10269,36683371,6440722,ممنونم,1,f
10270,34978903,6440722,"50% پسته
30% بادام 
10% بادام هندی
10% فندوق
تقریبا درصد آجیلا این طوریه",3,f
10271,34558582,6440722,تازه و خوب ,4,f
10272,33590706,6440722,خوب بود,5,f
10273,33486905,6440722,پئشنهاد میکنم حتما بخرید,5,f
10274,33028769,6440722,خیلی راضی بودم.,5,f
10275,32735647,6440722,بسیار تمیز و با کیفیت,5,f
10276,43558343,6577330,خوبه بسیار تازه و خوشمزه است,5,f
10277,43004855,6577330,"خداوند به فروشنده و دست‌اندرکاران خیر و برکت ارزانی کنه
بادام درختی
بادام هندی
پسته خام
انجیره (انجیر خشک)
سبزه (کشمش سبز)",5,f
10278,42592349,6577330,بد نمیخوره نمی ارزه,2,f
10279,42039257,6577330,عالی بود ‌بخرید پشیمون نمیشید,5,f
10280,41820191,6577330,با کیفیت، اما بسیار گران,3,f
10281,41533863,6577330,به جز بادام هندی که مزه کهنگی داشت، بقیش خوب بود و در شگفت انگیز ارزش خرید داشت,3,f
10282,41421729,6577330,به محض باز کردن یک عدد کرم سفید مشاهده کردم.,1,f
10283,41269781,6577330,با کیفیت بودن ولی گرون,4,f
10284,41174541,6577330,تازه و خوب,5,f
10285,41140572,6577330,از نظر تازگی، خیلی خوبه ولی تعداد اقلام کم و محدوده، فکر میکردم یه سری مغزها یا اقلام هم توش باشه مثل فندق یا نخودچی شیرین یا... برای این مجموعه محدود، قیمت خیلی بالاست. بهرحال تجربه ای بود گران!,3,f
10286,41018703,6577330,اگر تخفیف داشت خوب بود,5,f
10287,40331536,6577330,برای دوران آموزشی سربازی گرفته بودم و با خودم بردم. واقعا کیفیت خوبی داشت,5,f
10288,40279083,6577330,سلام.خوبه بنده تایید میکنم.ممنون,4,f
10289,39177755,6577330,دوست داشتنی بود,5,f
10290,39076799,6577330,به قیمتش ارزنده بود به نظرم,5,f
10291,38325047,6577330,کاملا خوشمزه و تازه بدون کمترین مزه ماندگی,4,f
10292,37506286,6577330,شک نکنید فقط بخرید,5,f
10293,37475015,6577330,اولین بار بود خرید میکردم اما بی نظیر بود ,5,f
10294,37306455,6577330,ما که پول اینجور چیزا رو ندارم فقط میتونیم بگیم واقعا معلومه که خوشمزه است,5,f
10295,36756327,6577330,کیفیت خوبی داشت ، ظاهرش هم خوب و تمیز بود برای مهمان,4,f
10296,43805438,2335446,خرمایی خیلی خوبه و چسبناک ,4,f
10297,43775918,2335446,خوب است,4,f
10298,43764038,2335446,قیمتش مناسب بود ولی کیفیتش خیلی خوب نبود,3,f
10299,43759113,2335446,زیادی فشردش کردن براحتی جدا نمیشه و  بدرد غذا یا میکس میخوره,3,f
10300,43753595,2335446,مرسی از دیجی کالا من راضی بودم از سفارشم,5,f
10301,43745659,2335446,خوشمزه و مقوی,5,f
10302,43726709,2335446,خوب بود راضی هستم,4,f
10303,43698727,2335446,۳۷ تومان خریدم. چی بگم والا..,3,f
10304,43692453,2335446,بنظر من کم بخورید اما خوب بخورید ، در هر مورد از مواد غذایی چون سلامتی بالاتر و والاتر از هر چیز دیگری ست ، چنان عذاب و رنجی خواهید کشید برای خوردن این به اصطلاح خرما که اعطای خوردنش را به لقایش خواهید بخشید.,1,f
10305,43674646,2335446,طعم و کیفیت خوب,5,f
10306,43634221,2335446,اصلاااا خوب نبود خراب ب دستم رسید ی مزه درش ی بوی بد داشت کلا مارک ساغر خوب نیس,1,f
10307,43590567,2335446,خوب بود.      ,3,f
10308,43540569,2335446,در شگفت انگیز بسیار مناسب از لحاظ قیمت,4,f
10309,43513399,2335446,واقعا خوب و خوشمزه بود، به هم چسبیدند که همون اول همه رو جدا کردم و داخل ظرف دردار، در یخچال گذاشتم، ما کبکاب رو بیشتر از رطب دوست داریم😀,4,f
10310,43511983,2335446,قیمت مناسب,4,f
10311,43510311,2335446,خوب بود.نسبت به قیمت توشگفت انگیزارزش خریدداره,4,f
10312,43459577,2335446,کیفیت خوبی داره و خوشمزه هست، اما خیلی به هم چسبیدن و سخت میشه جداشون کرد,5,f
10313,43447109,2335446,خرما ش بگیر نگیر داره یه موقع خوب و تازه است تخفیف ویژه پیشنهاد می کند,4,f
10314,43428991,2335446,کیفیت خوب بود تازه بود,3,f
10315,43428646,2335446,ترشیده بود مرجوعش کردم,1,f
10316,43833386,1099779,خرمای تاز ه ایه ونسزت به بقیه خرماها قیمت مناسبی هم دارن ,4,f
10317,43803256,1099779,راضیم,4,f
10318,43799843,1099779,تازه بود من راضی بودم,4,f
10319,43799837,1099779,توی تخفیف قیمتش خوب بود,4,f
10320,43792304,1099779,خوب بود قیمت مناسب,3,f
10322,43768909,1099779,خوب بود,5,f
10323,43757500,1099779,خیلی خوب و تمیز,5,f
10324,43755512,1099779,راضی بودم,5,f
10325,43738599,1099779,نسبتا خوب بود,3,f
10326,43731087,1099779,خوب بود,5,f
10327,43722901,1099779,خوبه,4,f
10328,43721984,1099779,کاملا راضی,5,f
10329,43695526,1099779,۴۶۹۹۰ خریدم . خوب بود,3,f
10330,43676544,1099779,كيفيت نه چندان مناسب,2,f
10331,43675584,1099779,عالی,5,f
10332,43672841,1099779,خیلی عالیه مرسی از دیجی کالا,4,f
10333,43630382,1099779,درشت ویکدست و‌خوش طعم بود,5,f
10334,43628276,1099779,خرید خوبی بود در کل خرید حال میده مخصوصا وقتی پولداری,4,f
10335,43618789,1099779,خوب بود بازم میخرم,5,f
10336,43834591,491346,"به نظرم قیمت این محصول نسبت به مدل ۵۰ گرمیش به صرفه تر هست.
من این محصول را در تاریخ ۱ دی ۱۴۰۱ در طرح فروش ویژه به مبلغ ۲۸۱۰۰ تومان خریدم. قیمت محصول روی پاکت ۳۳۰۰۰ تومان می باشد.
کارمندان محترم دیجی کالا لطفا اتیکت بارکد محصول رو روی قسمت تاریخ تولید و انقضا نزنید.
این حق مشتری هست که این اطلاعات برایش قابل رویت باشه. اتیکت رو سعی کردم جدا کنم با قسمتی از خود جعبه کنده شد.",4,f
10337,43803551,491346,ظاهراً ناخالصی ندارد.,3,f
10338,43764152,491346,خوب بود ,5,f
10339,43731921,491346,پودر کاکائوی با کیفیت و خوش طعم,5,f
10340,43727422,491346,کیفیت عالی,5,f
10341,43687256,491346,قبلا گرفته بودم راضیم,5,f
10342,43679057,491346,قیمت فروش ویژه خوب بود,4,f
10343,43584699,491346,من همیشه ازین پودر کاکائو استفاده میکنم خیلی خوبه ,5,f
10344,43568286,491346,استفاده نکردم هنوز ولی محصولات فرمند خوبه,4,f
10345,43526788,491346,خوب بود. مشکلی نداشت,4,f
10346,43515009,491346,خوبه همونی که میخواستم بود,5,f
10347,43439885,491346,خراب بود ,1,f
10348,43430273,491346,خوب,4,f
10349,43236322,491346,برند با کیفیت ایرانی. ,4,f
10350,43141871,491346,خیلی معمولی است,3,f
10351,43129742,491346,در شگفت انگیز نسبت به بیرون قیمت بهتری داره و تاریخ انقضای طولانی داره,4,f
10352,43047990,491346,پودر کاکائو با کیفیت ,5,f
10353,42979174,491346,خوب بود,4,f
10354,42970177,491346,دیجی همیشه خوبه,5,f
10355,42916120,491346,عالی,4,f
10356,43838838,1748990,من راضیم     ,4,f
10357,43819471,1748990,نمی‌گم بده ولی خوب هم نیست,3,f
10358,43816387,1748990,من راضی بودم,4,f
10359,43814008,1748990,کیفیتش خوب بود ,5,f
10360,43810653,1748990,کیفیت خوب و به صرفه ,5,f
10361,43810620,1748990,ممنون,5,f
10362,43807829,1748990,ممنون,4,f
10363,43806191,1748990,خوب ,4,f
10364,43790522,1748990,سه تا بزرگ   ,4,f
10365,43768248,1748990,خوب و تازه,4,f
10366,43758363,1748990,خیلی هم خوب، دست شما درد نکنه,4,f
10367,43756789,1748990,عالی,5,f
10368,43746350,1748990,حرف نداره داداش,4,f
10369,43744635,1748990,عالی,5,f
10370,43714129,1748990,خوب نبود,4,f
10371,43713491,1748990,خوبه بد نیست,4,f
10372,43710326,1748990,تو تخفیف خوب ,3,f
10373,43695541,1748990,سیب زمینی خوبی بود,4,f
10374,43680773,1748990,خوب,4,f
10375,43666061,1748990,بسته بندی تمیزی داشت اما سیب زمینیش خیس بود,3,f
10376,43851947,6719413,کیفیت خوب ,4,f
10377,43846533,6719413,خوشمزه و تازه.,5,f
10378,43838146,6719413,خوب بود تخفیف داشت وجایزه هم داشت,4,f
10379,43827959,6719413,بی کیفیت بود,2,f
10380,43786101,6719413,تازه و خوب بود،اما جا کلیدی تبلیغاتی، زیاد فایل استفاده نیست. من اون قارچ های کوچولو رو بیشتر دوست داشتم.,4,f
10381,43776803,6719413,کیفیت,4,f
10382,43775892,6719413,"برای من خوب بود و تازه و با کیفیت 
دو تا سس یک نفره هدیه داشت که بی کیفیت بود",4,f
10383,43774645,6719413,کیفیت خیلی خوبی داشت و یک هدیه جاسویچی بدردبخور هم درش بود,5,f
10384,43759327,6719413,بدک نبود......,3,f
10385,43754059,6719413,"عالیه.
واقعا توشگفت انگیزاررش خریدداره",5,f
10386,43753422,6719413,تخفیفش بیشتر باشه بهتره,4,f
10387,43735795,6719413,خوب بود توی اون جای خالی سس یک نفره گداشته بودن,4,f
10388,43712362,6719413,کیفیت معمولی,3,f
10389,43710009,6719413,"خیلی وقته مشتریه این برند هستم
کیفیت عالی",5,f
10390,43708427,6719413,با کیفیت,5,f
10391,43704267,6719413,عالی ,5,f
10392,43700590,6719413,بار اول بود خریدم راضی بودم ,4,f
10393,43698075,6719413,نظری ندارم,5,f
10394,43694764,6719413,راضی بودم تازه بود,5,f
10395,43693699,6719413,ممنون از همگی.کیفیت و بسته بندی عالی بود.سس سفید و قرمز هم هدیه داشت.,5,f
10467,43546128,857334,ظاهر هویج خوب بود ولی تلخ بود,3,f
10468,43417398,857334,تازه و خوب بود,4,f
10396,43840811,917105,واقعا در این گرونی پیاز دیجی کالا به فکر مردم هستش با قیمت عالی در دسترس مردم قرار میده ممنونم,4,f
10397,43826248,917105,خوب.           ,4,f
10400,43813515,917105,قیمتش تو شگفت اندازه بیرونه,3,f
10407,43759233,917105,در شگفت انگیز خریدم. مقرون به صرفه,5,f
10408,43756798,917105,عالی,5,f
10410,43718852,917105,تازه ‌عالی ,5,f
10411,43671005,917105,تازه و خوب,3,f
10413,43613680,917105,همه چی خوب است,5,f
10414,43610225,917105,"باکیفیت.
قیمت مناسب
بدون خرابی.",4,f
10416,43802865,5795835,توی شگفت انگیز گرفتم قیمتش خوب و مناسب بود ,5,f
10417,43790195,5795835,"کیفیت خوبی داشت
",5,f
10418,43758660,5795835,خوب و ریز بود فقط سلفونش پاره شده بود وقتی رسید,4,f
10419,43754590,5795835,خوب و قیمت مناسب مخصوصاً در شگفت انگیز,3,f
10420,43737767,5795835,تازه و خوب بود. ,4,f
10421,43733459,5795835,سالم و تازه ممنون ,4,f
10422,43728193,5795835,تازه و خوب,5,f
10423,43722913,5795835,بد نبود، تازه نبود,5,f
10424,43718872,5795835,خوب بود,4,f
10425,43718829,5795835,سفید،تازه و خوب,5,f
10426,43718495,5795835,تو شگفت انگیز گرفتم خوب بود,3,f
10427,43715258,5795835,خریدشو تو شگفت انگیز توصیه می کنم,4,f
10428,43711463,5795835,تازه نبود... با اینکه بارها قارچ از دیجی سفارش دادم، متاسفانه این سری اصلاً راضی نبودم... لطفاً قبل از ارسال کنترل کیفیت شود!,2,f
10429,43706306,5795835,عالی و با کیفیت ,3,f
10430,43658553,5795835,قارچ ها تازه و سالم بودند فقط سلفون روش پاره شده بود که اون هم تو حمل پیش می یاد,5,f
10431,43643812,5795835,توی شگفت انگیز خریدم کاملا تازه بود,5,f
10432,43618809,5795835,خوب بود بازم میخرم,5,f
10433,43617386,5795835,خوب بود ولی یک مقدار کهنه بود. ,4,f
10434,43612731,5795835,خوب و به صرف تو شگفت انگیز,4,f
10435,43608109,5795835,خوب           ,5,f
10436,43851483,6778136,از هر نظر عالی تازه و باکیفیت و بسته بندی عالی,5,f
10437,43806304,6778136,معمولی ,4,f
10438,43713548,6778136,خوبه بد نیست,4,f
10439,43699091,6778136,خوب,5,f
10440,43692203,6778136,بينظيـــــــره ,4,f
10441,43677611,6778136,قیمت و کیفیت  عالی بود..,4,f
10442,43671003,6778136,خوب بود,3,f
10443,43657402,6778136,عالی ,5,f
10444,43618601,6778136,بد نبود ممنون حداقل بهتر از سيب زميني و پياز مزخرفش بود,5,f
10445,43613571,6778136,کیفیت معمولی دارد,3,f
10446,43584200,6778136,رسیده نبودن کمی سبز بود داخلشون,3,f
10447,43579276,6778136,خوب بود,4,f
10448,43574433,6778136,سالم درشت بود,5,f
10449,43572495,6778136,خوب و سفت بود,4,f
10450,43561997,6778136,خوب و خوشرنگ بود,5,f
10451,43552878,6778136,"عالی بود 
من از کرج گرفتم رسیده و بدون خرابی",5,f
10452,43550861,6778136,کیفیت خوب با قیمت مناسب.,4,f
10453,43540751,6778136,تازه و کیفیت عالی,4,f
10454,43510017,6778136,ظاهر قرمز خوشرنگی بود ولی داخلش ی مقدار کال بود,3,f
10455,43503036,6778136,خوب بود به نسبت قیمت,4,f
10456,43831397,857334,درشت بود ولی قابل قبول بود باهاش مربا درست کردم,5,f
10457,43816613,857334,به نسبت خوب بود.,3,f
10458,43814249,857334,"خوب بود 
کیفیت خوبی داشت 
هرچقد نگه داشتم خراب نشد ",5,f
10459,43759431,857334,بزرگترین و بی کیفیت ترین هویجی که تو عمرم دیدم ، من اگر جای دی جی کالا بودم بجای اینکه این هویج ها را برای مشتری بفرستم میفرستادم برای گینس که ثبت جهانی بشه !!,1,f
10460,43740396,857334,درشت بود,2,f
10461,43718813,857334,تازه ‌عالی,5,f
10462,43713531,857334,خوبه بد نیست,4,f
10463,43688551,857334,"اصلا سفارش ندین 
کیفیت افتضاح بود",1,f
10464,43670950,857334,تازه بود,4,f
10465,43639291,857334,رو به خرابی بود. فرداش همه‌اشون خراب شد,3,f
10466,43567136,857334,آبشو گرفتم خوب بود,4,f
10469,43389997,857334,توی پیشنهاد شگفت انگیز عالی بود ممنون از دیجی راضیم,4,f
10470,43389008,857334,سالم و بدون زدگی به دستم رسید,3,f
10471,43329910,857334,تازه بود و سالم ,4,f
10472,43280950,857334,نامرغوب,2,f
10473,43263020,857334,دو کیلو خریدم به عنوان فله کیفیتش خوبه توصیه میکنم,4,f
10474,43263010,857334,عالی خوش عطر و تازه بود,5,f
10475,43257934,857334,بسار تازه و خوب بودن,5,f
10476,43803994,857318,كيفيت عالي,5,f
10477,43718761,857318,تازه ‌بسته بندی عالی ,5,f
10478,43540665,857318,خیلی تازه و با کیفیت بود ,4,f
10479,43514294,857318,خوبه,4,f
10480,43509842,857318,خیار با کیفیت,4,f
10481,43470290,857318,خیارای تازه و قلمی‌ای بودن و می‌شد برای مدت خوبی توی یخچال نگه داشت و استفاده کرد.,5,f
10482,43432302,857318,عالی بود پیشنهاد میکنم,5,f
10483,43297145,857318,رسیده و خوب,5,f
10484,43290264,857318,خوب,5,f
10485,43276232,857318,خوب بود و تازه,4,f
10486,43270660,857318,عالی,5,f
10487,43209591,857318,ممنون از زحمات خودتون و پیکتون,4,f
10488,43204604,857318,همشون قلمی و یه اندازه و ترد بود ، خوب بود,3,f
10489,43193879,857318,خوب و تازه و خوشمزه,4,f
10490,43186619,857318,تازه و قلمی ,4,f
10491,43126362,857318,با سلام، محصول مورد نظر مشکلی نداشت و تمیز و سالم بدستم رسید,5,f
10492,43082479,857318,زیاد تازه نبود دوتاهم خراب داشت,3,f
10493,43049428,857318,عالی,5,f
10494,43015795,857318,خیلی ترد و تازه بودن و کاملا سالم به دستم رسید ,5,f
10495,42902409,857318,یکم تازه نبود,3,f
11181,38823767,9363840,بسیار گل های زیبایی ما از این فروشگاه دریافت کردیم . ,5,f
11283,42362593,4658435,زود خشک شدن,2,f
11284,39454551,4658435,"نوع گل ها با شکل و نیز بسته بندی کاملا مغایرت داشت. گلدان ها در یک کارتن کوچک نصف اندازه ای که در تصویر میبینید قرار گرفته بودند و تعدادیشون رو روی هم قرار داده بودند. چند تا از گلدون ها هم خیلی سر حال نبودند. خلاصه در شرایط مناسبی ارسال نشدند. البته با توجه به تصاویری که دوستان فرستادن ظاهرا فروشنده های مختلف عملکرد متفاوت دارند.
همینطور از نظر نوع گل ها اصلا تنوعی که در تصویر مشاهده می شود وجود نداشت. ضمنا از نظر قیمتی هم اصلا قیمتشون مناسب نیست. چون با مراجعه به گلفروشی محل دیدم کاکتوس در این اندازه را با کمتر از نصف این قیمت هم می توان  تهیه کرد.",3,f
11285,37283083,4658435,پکیج ارسالی نه از نظر بسته بندی و نه از نظر نوع گیاهان ارسالی با سایت مغایرت داشت شما عکسها را ببینید و خودتان قضاوت کنید,3,f
11286,36570837,4658435,خیلی ناز و خوشگل و شیک هستن و مناسب برای کادو دادن,5,f
11287,36328782,4658435,گلها خوب بودند ولی بروشور همراهش نداشت و سرباز فرستاده شد اصلا مثل تصویر جاشون ثابت نبود,4,f
11288,35905864,4658435,"قیمت مناسب البته تو عکس کاکتوسا همه مدل بدون تیغ بودن واسه همین این پکیج انتخاب کردم ولی خب وقتی رسید ۳تاش خار دار بود که اشکالی نداشت از نظرم و اون رنگها و مدل های تو عکس نبود همشون همه گاها سبز بود و خیلی کوچک طرح هاش فرق می‌کرد 
ولی گل ها خیلی ضعیف و بی جون بود خیلی ماندگار نیست ",3,f
11289,33863381,4658435,عالی هست وقتی به دستم رسید اصلا نریخته بود,0,f
11290,33301871,4658435,اصراف پول,0,f
11291,31958257,4658435,"گلدون ها کاملا سالم و شاداب به دستم رسیدند
خیلی بامزه و دوست داشتنی هستند
ممنون از دیجی و آیدین کاکتوس",0,f
11292,30187786,4658435,باتوجه به کاتالوگ داده شده مراقبت وآبیاری شد ولی نهایت چهار ماه ماندگاری نداشتن وبا خروج از گلدان دیدم که بسیاریشان اصلا ریشه نداشتن وچون رنگشان سبز بود فکر می کردم زنده هستن ,0,f
11293,23728591,4658435,لطفاااااااا موجود کنیدددد,0,f
11294,23169284,4658435,اول اینکه پیک خود فروشگاه یک آقای مسن بودن که خیلی هم اعصاب نداشتن، بسته رو گذاشتن توی پارکینگ و رفتن، منم به خاطر اینکه مسن بودن چیزی نگفتم، در مورد خود محصول اینکه واقعا در زندگی آپارتمانی نیاز به همچین محصولی بسیار لازم و مبرم است، بسته بندی محصول از لحاظ آسیب پذیر نبودن خیلی خوب بود ولی تقریبا نیم ساعت طول می کشه تا کامل باز بشه، یکی اینکه کاغذهای ضربه گیر لای کاکتوس ها گیر می کند و به سختی جدا می شود و دوم مقوایی که گلدانها روی آن است به سختی در میاد، و مجبور شدم با قیچی دونه دونه جدا کنم توی عکسها کاملا مشهود است، ولی در کل ارزش خرید بالایی دارد و نتیجه لذت بخشی دارد.,0,f
11495,43741387,3537377,کیفیت راضی کننده,4,f
10497,43582028,857079,خیلی ترش بود,2,f
10498,43339853,857079,خوشمزه است ولی یکمی گرون,3,f
10499,43313870,857079,ممنون ازدیجی,4,f
10500,43224612,857079,شیرین و آبدار,5,f
10501,43148260,857079,عالی بود پیشنهاد میشه,4,f
10502,43133042,857079,از نظر طعم و  کیفیت خوب بود از خریدم راضی هستم,4,f
10503,43106683,857079,خوب بود.,4,f
10504,43048842,857079,عالی,5,f
10505,42996656,857079,سالم و هوش طعم و خوب,4,f
10506,42983424,857079,نسبتاً خوب,3,f
10507,42924000,857079,۴تا دونه پرتقال یک کیلو بوو,3,f
10508,42923198,857079,خيلي خوب و آبدار و خوش طعم بود پيشنهاد ميكنم ,5,f
10509,42899828,857079,عالی,5,f
10510,42891348,857079,تازه,4,f
10511,42875155,857079,خ ب,4,f
10512,42847532,857079,بسیار عالیی,5,f
10513,42836462,857079,عالی بود,5,f
10514,42826206,857079,خوشمزه و عالی,5,f
10515,42800130,857079,خوب است عالی است,5,f
10516,43807902,1940018,عالییی,5,f
10517,43769846,1940018,عالی,5,f
10518,43738005,1940018,توصیه میکنم,4,f
10519,43660048,1940018,تازه و خوشمزه ,5,f
10520,43650500,1940018,نارنگي سالم بدستم رسيد وو بنظر عالي بود ولي اين مدل نارنگي ژاپني مزه  دار نيست و مزه اب بيشتر ميده و بنظرم ازين مدل نارنگي نخرين ,3,f
10521,43500657,1940018,سلام وقت تون بخیر این چندمین بار که میگیرم هر دفعه خرابتر ... نخرید,3,f
10522,43473752,1940018,من اولین بار از دیجی کالا میوه می گرفتم. خیلی راضی بودم. عالی بود. خوشمزه بود.,5,f
10523,43446608,1940018,با کیفیت و خوشمزه پوست عالی و ازین ضخیم بدمزه ها نبود که بعضی ها نظر دادن خیلی خووب بود ممنون,5,f
10524,43432212,1940018,عالی بود پیشنهاد میکنم,5,f
10525,43415754,1940018,معمولی,3,f
10526,43382009,1940018,نسبتا خوب بود ,5,f
10527,43377587,1940018,راضی بودم ممنون,4,f
10528,43313850,1940018,ممنون ازدیجی کالا,4,f
10529,43271235,1940018,انگار دست چین شده بود،بدون خرابی،دمتون گرم,4,f
10530,43224676,1940018,سالم و آبدار,4,f
10531,43193831,1940018,"خیلی بد
کهنه و خیلیاش خراب بودن",1,f
10532,43139429,1940018,یکیش خراب بود فقط,5,f
10533,43048037,1940018,خوب بود سالم و شیرین,4,f
10534,43035671,1940018,تعداد خراب داشت راضی نبودم,1,f
10535,43021803,1940018,دوتا خراب داشت جای تعجبه ,2,f
10536,43818548,946205,عالی بود,5,f
10537,43811453,946205,"تازه و  خوشطعم
",5,f
10538,43808455,946205,خیلی خوبه ,4,f
10539,43803128,946205,كيفيت خوبي داشت. از خريد خود راضي هستم.,4,f
10540,43795715,946205,پولتون رو دور نریزید پوستش رو که باز کنید کپک کامله,1,f
10541,43774397,946205,عالی,5,f
10542,43757064,946205,قیمت مناسب,5,f
10543,43756257,946205,آب داخلش نصف استکان بود,4,f
10544,43753932,946205,تتزه بود ولی از بیرون گرونتر,5,f
10545,43688396,946205,خیلی تازه بود بی‌نظیر ,5,f
10546,43665469,946205,پیشنهاد میکنم ,5,f
10547,43657239,946205,تازه بود خوش طعم و مزه,4,f
10548,43654738,946205,خوب بود,5,f
10549,43634797,946205,خوب بود. از دیجی کالا تشکر می کنم که باعث می شه ما جنس رو با قیمت پایینتر ازسوپر مارکت و مغازه خریداری کنیم.,4,f
10550,43620717,946205,نارگیل خراب و ترش شده بود و درسته رفت داخل سطل زباله,1,f
10551,43616041,946205,مشکلی نداشت فقط خیلی کوچیک بود,4,f
10552,43612364,946205,تازه وخوشمزه بود,5,f
10553,43610069,946205,توشگفت انگیزتوصیه میکنم,4,f
